97.146	1.707	20	6.3
105.389	-6.535	45	6.1
108.319	-9.42	21	6.1
107.76	-9.087	10	6
107.419	-9.284	20	7.7
92.793	6.501	28.8	6.3
92.454	6.938	16	6
97.05	0.093	12	6.8
96.995	1.994	21	6.3
93.226	2.643	17	6.2
92.372	11.86	19	6.1
96.786	2.164	21	6.5
92.19	7.92	16	7.2
97.082	1.819	21	6.7
96.724	2.17	23.5	6.1
97.041	1.989	30	6.9
93.357	5.439	2.5	6.1
98.459	0.587	34	6.7
103.139	-6.226	17	6.3
96.799	2.132	22	6.2
97.662	1.812	31	6.4
96.759	2.169	24	6.1
99.717	-1.591	30	6.4
99.779	-1.714	30	6.5
99.607	-1.644	19	6.7
97.731	-0.215	20.9	6.1
97.942	2.022	36	6.3
98.319	0.368	30	6
95.414	2.993	22	6.3
97.867	0.923	36.1	6.1
97.108	2.085	30	8.6
95.592	2.908	36	6.8
95.117	4.797	44.5	6
94.992	2.255	30	6
94.602	2.699	22.2	6.2
92.482	7.33	30	6.3
105.236	-6.462	58.7	6
95.108	4.926	40	6.1
92.362	10.672	23.2	6.1
92.787	6.36	30	6.4
94.455	7.336	55.4	6.1
92.304	5.099	11.7	6.7
92.913	6.204	11	6
92.533	7.12	14	6.1
93.198	8.791	12	6.2
93.756	9.109	8	6.1
94.65	5.348	35	6.1
94.162	2.794	30	6.1
94.086	3.651	17.8	6
92.84	13.533	13.3	6.2
92.738	13.462	26.4	6.3
92.375	8.879	16.1	6.6
93.428	7.808	25	6
92.958	6.91	39.2	7.2
94.667	6.848	30	6
94.213	5.499	30	6.1
93.985	7.421	30	6
93.361	6.34	30	6.1
95.982	3.295	30	9.1
103.981	-2.427	582.1	7.3
97.825	0.415	21	6.1
102.718	-5.214	44.5	6
100.488	-1.559	42	6
93.53	12.124	100.2	6
107.315	-8.06	79.1	6
96.394	2.954	27	6.3
96.085	2.824	30	7.4
93.068	13.036	21	6.5
104.181	-6.963	11	6.5
105.205	-6.314	10	6.1
94.013	8.656	33	6
102.562	-4.68	36	7.4
101.776	-4.022	28	6.9
101.746	-3.957	33	6
105.63	-6.549	38	6.8
102.104	-4.964	33	6.2
101.823	-5.435	33	6
96.591	1.438	33	6
97.453	-13.802	10	7.9
102.679	-5.549	33	6
101.905	-4.612	33	6.7
102.699	-5.093	33	6.2
102.102	-4.646	33	6.7
102.087	-4.721	33	7.9
105.555	-6.845	56	6.5
89.043	-1.275	10	6.4
88.976	-1.339	10	7
100.322	1.276	211	6.2
104.711	-5.885	101.4	6.4
94.305	7.324	33	6
99.261	-0.544	55.7	7
96.494	4.358	33	6
105.514	-6.614	33	6.4
107.489	-7.936	50.9	6.1
97.943	3.445	33	6.3
95.05	1.833	33	6.9
103.22	-4.92	36.2	6.3
101.436	-2.045	33	6.8
104.062	-5.561	45.4	6
97.591	4.33	153.4	6.1
96.192	3.019	29.4	6.2
99.669	-2.056	28	6.1
99.77	-2.008	20.5	6.5
97.487	-1.116	15.1	6.1
104.302	-4.967	23.1	6.9
103.664	-4.859	89.9	6
96.122	2.986	34	6.3
99.615	-1.629	31.6	6.5
97.633	3.144	67.8	6.2
93.479	9.291	66	6
103.001	-5.454	29.3	6.6
103.156	-5.72	36.8	6.5
99.843	-1.068	53.8	6.4
94.061	8.257	18	6.1
97.457	3.908	48.4	6.7
92.249	-2.211	32.2	6.8
93.975	7.507	21.4	6
96.1	3.885	45.7	6.2
92.987	-10.681	14.8	6
101.37	-4.21	32.4	6.1
101.413	-4.354	27.4	6
107.15	-7.698	27.1	6
100.033	-2.229	33	6
98.866	2.244	11.1	6.4
94.165	8.8	27	6
104.288	-5.801	33	6.2
104.191	-5.763	24.5	6.5
107.082	-6.791	153.8	6.5
105.419	-6.584	69.7	6.4
104.263	-6.494	33	6.1
102.255	-7.993	33	6.4
98.027	0.197	33	7.1
104.169	-5.796	33	6.1
106.957	-7.641	52.1	6
95.039	4.75	66.4	6.1
94.722	5.723	78.5	6.9
93.582	12.942	78	6.8
102.976	-6.713	29	6.1
103.027	-6.672	40	6
101.63	-6.65	33	6.3
93.944	7.119	27	6.2
94.002	6.946	18.9	6.3
93.35	8.398	33	6.2
103.118	-5.366	33	6.3
103.958	-5.977	33	6
102.712	-3.299	33	6.6
102.015	-4.437	47	6.3
108.252	-7.656	62	6.1
94.245	1.193	27	6.8
107.709	-11.149	31	6.9
101.252	-4.08	32	6.2
102.356	-5.06	33	6.4
100.021	0.451	22	6
96.318	3.397	33	7
